ID	incl0801	incl0802	ivcl0801	ivcl0802	incl1601	incl1602	ivcl1601	ivcl1602	incl3201	incl3202	ivcl3201	ivcl3202
LOC105606135	0.0257752	0	0.072181816	0.035357344	0	0	0.028727622	0	0	0	0	0.196728182
LOC101105230	0	0	0	0	0	0	0.100017386	0	0	0	0	0
LOC105606134	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104976	0	0.025775198	0.137935422	0.124737069	0.058992739	0	0.076011067	0.099708905	0	0	0.318316284	0.080970956
LOC105606132	0	0	0	0.023199024	0	0	0	0	0	0	0	0
LOC106992043	0	0	0	0	0	0	0	0	0	0	0	0
LOC106992042	0	0	0	0	0	0	0	0	0	0.062192779	0	0
LOC105606130	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606129	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606131	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104218	0	0	0	0	0	0	0	0	0	0	0	0
LOC105601936	0	0	0	0	0	0	0.06797382	0	0	0	0	0
LOC101103959	0.012446959	1.02669237	0.156856149	0.01707422	0.012112538	0.120802855	0.228899501	0.016377987	0.64444446	0.18467112	0.149388578	0.038000368
LOC106992041	0.407055029	0.259608983	0.641211662	1.116762234	0	0.49382954	0.567101463	0.669515128	0	0	0.229006878	0.621366247
LOC105606125	0	0	0	0	0	0	0.066034969	0	0	0	0	0
LOC101103708	0	0	0	0	0	0	0	0	0	0	0	0
LOC101103461	0	0	0.251306448	0	0	0	0	0.088559752	0	0	0.168287562	0.359585121
CYP17A1	0	0	0	0	0	0.049497068	0	0	2.464475741	6.425796687	0	0.031140105
LOC101102968	0	0	0.105500449	1.0680131	0.048880897	0	0.139960318	0.165235953	0	0	0.056518767	0.115014627
LOC101102711	0	0	0	0	0	0	0.009384082	0	0	0	0	0
LOC101102466	0.044693107	0.668895912	0.106386184	0.355587216	0.008698461	0.243992794	0.752168468	0.235232755	3.393862085	6.324913486	0.160922185	0.177381543
LOC105606123	0.027958847	0.142651334	0.215316699	0.172587513	0	0	0.031161395	0.073577751	0	0	0.272644504	0.021339478
LOC101123541	0	1.078854097	0.088822534	0.551108788	0	0	0.942678839	0.111291856	0	0.627439481	1.046849404	0.774661393
ABTB1	0.181552821	0.694737664	0.794417476	0	0.22084364	0.385447286	0.404697599	0.612158851	0.783328591	8.339907718	2.349233793	0.173211831
LOC101123021	0	0	0	0	0	0	0	0.051398617	0	0	0	0
LOC105606122	0.048472236	1.257182188	0.45813407	0.448822296	0.377359181	0.029402685	0.20259184	0.8769867	0.209138519	1.521311344	1.072628187	1.220875925
LOC101122769	0	0	0.302721696	0.257026247	0	0	0.064256068	0.208615448	0	0	0.281102048	0
LOC101122261	0	0	2.454144019	1.847485903	0	0.08952918	0.102813066	0.679729256	1.27362517	1.305463465	1.605361344	0
LOC105606118	0	0.97917736	4.366705626	2.500955641	1.120541427	1.047710363	1.497271145	6.881269209	80.31885253	25.95466893	5.470443277	4.614024294
LOC105606117	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606116	0.113421918	0	0	0	0	0	0.063206919	0.024873849	0	0	0	0
LOC105606114	0	0	0.04984329	0	0	0	0.039674235	0	0	0	0.080106236	0
LOC105606115	0	0	0.068482748	0	0	0	0	0	0	0	0	0
LOC101122009	0	0	0	0	0	0	0	0	0	0.399019015	0	0
LOC101121756	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606113	0	0.067860126	0.139673852	0.273669841	0	0	0.066706511	0.078753135	0.688621067	0.318764343	0	0
LOC101121500	0	0	0.037660875	0.028696423	0	0	0.143224796	0.023593949	0	0	0.076219339	0.018247638
LOC101120995	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120735	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120480	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606111	0.008500728	0.014457441	0	0	0.115812659	0.010312882	0.004737222	0	0	0.009701714	0	0
LOC443162	0	0	0	0.50144474	0.071145487	0	0	0	2.523518194	6.007590637	0	0
LOC105606110	0	0	0	0	0	0	0	0	0	0	0.032541108	0
LOC106990114	0	0.261873015	0	0.10560951	0.399572912	0	0.143011779	0.506515442	0	0.058576919	0	0.901003637
LOC105606108	0	0	0	0	0	0	0	0	0	0	0.623925233	0
LOC101119195	0	0	0	0.009588195	0	0	0	0	0	0	0	0.010669739
LOC105606107	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606106	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606105	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606104	0	0	0	0.058643537	0	0	0	0	0	0	0	0
LOC101118429	6.397448301	9.607385895	10.19338652	10.29962126	9.997702951	6.174577051	6.796562993	13.73611415	5.030989921	7.427166523	9.089525845	6.494400231
LOC101118174	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606103	0	0	0	0	0	0.139770677	0	0	0	0	0	0
LOC105606102	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117914	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117402	0	0	0	0	0.085374585	0	0.024445243	0	2.271166375	6.708476212	0	0
LOC101117146	0	0.038448279	0	0.124044973	0.703985053	0	0.138580428	0.059493406	0.390159823	1.135237198	0	0.086273242
LOC101116892	0	1.316740464	0	0.129517545	0	1.64944348	0.063139318	0	0.325898205	3.836130403	0	0
LOC101116639	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116386	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606101	0	0	0.036517388	0	0	0	0	0	0	0	0	0
LOC105606099	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606098	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606097	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115864	0	0	0	0.077627503	0	0	0	0	0	0	0	0
LOC105606096	0	0	1.692767022	1.234128966	0.109437167	0.409296617	0.564031168	0.147975637	0	0	0.463969879	0.94416997
LOC105606095	5.273366379	8.503534359	7.465907318	2.009384481	7.67851839	7.771806269	1.066640063	7.555596719	33.37031789	24.11813939	6.006786225	5.038548232
LOC101115610	0.101763757	1.298044915	1.781143505	0.837571675	0.198059196	1.111116465	1.247623218	1.004272692	0	0	1.29770564	2.252452645
LOC101115353	198.9680967	169.6135112	163.9356217	417.0466457	313.0964337	271.3016138	178.3157129	250.1905801	0	1.636348281	232.2196157	230.8408946
LOC101115105	0	0	0	0	0	0	0.712878639	0	0	0	0	0
LOC101114853	0	0	0.787245528	0.351795701	0.115184147	0.263260804	0.318812403	0.635964566	0.340463488	0	0.695507108	0.075284248
LOC101114596	0	0	0	0	0	0	0	0.032698346	0	0	0	0
SYT2	0.149374043	0.025404489	0.21961409	0.256131355	0.145360704	0	0.141511486	0.235859644	0	0	0.134459199	0.114009141
LOC106992040	0	0	0.456411173	0	0	0	0.484391896	0.214450846	0	0	1.46705329	0.248785486
LOC101113832	0	0	0.145596418	0	0	0	0	0	0	0	0	0
LOC105606089	0	0.027076741	0.111462001	0	0.061971633	0	0	0.06284628	0	0	0.023884997	0.04860552
LOC105606088	0	0	0.082738527	0	0	0	0	0	0.815836203	1.861287494	1.010603979	0
LOC101112551	0	0	0	0	0	0	0.012963387	0.137740168	0	0	0	0
LOC101112800	0.056481164	0	0	0	0	0	0.025180321	0.379027806	0	0	0	0
LOC101112300	55.72879385	55.94327087	52.74084662	18.78867855	32.82212981	51.87499744	72.2734726	40.60702578	0	0	41.83571663	21.98610318
LOC105606087	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606083	0.241129145	0.022783085	0	0	0.078216852	0	0	0	0	0	0	0
LOC105606082	0.032530653	0.055325851	0.102487539	0	0	0	0	0.06420684	0	0	0.146412504	0.099315563
LOC105606081	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606080	0	0	0.031453272	0	0	0	0	0	0	0	0	0
LOC101111266	0	0	0	0	0	0	0.013956327	0	0	0	0	0
LOC101111531	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606076	0	0	0	0	0	0.043536293	0.03999679	0	0.619339069	0.12286866	0	0
LOC105606075	0	0	0	0	0	0	0	0	0.338572024	0.403009205	0.014715812	0
LOC105606074	0	0	0	0	0	0	0	0	0	0	0	0.113084312
PPP1R16A	0	0	0.069366644	0.027182695	0	0	0.044171539	0	1.025975832	1.266471128	0	0.468857794
GPT	0	0.05528341	0.159302764	0.014863321	0.105441149	0	0	0	1.682990732	3.289366327	0.520178453	0.314258029
LOC105606073	0	0.013257442	0.414766592	0	0.053099976	0.170224024	0.008688044	0.010257031	5.112213349	0.088964504	0.339145873	0.095193858
LOC105606072	0.360633434	0.255558346	1.893620823	2.535347282	0.233962692	0.182296649	0	0.039544128	0	0.171493279	0.901734883	0.091750676
LOC105606070	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606069	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109686	0	0	0	0	0	0.142324627	0	0	0	1.606681217	0	0
LOC101109428	0	0	0	0	0.145401708	0	0	0	0	0.284209595	0	0
LOC101108900	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108639	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606067	0	0	0.186348783	0.486829768	0	0	0.247216341	0	0	0.506292971	1.131416726	0.135435985
LOC101108375	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108116	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107852	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107586	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606066	2.787791349	3.95106654	3.903516608	1.821036162	3.100445451	2.415773267	1.405601483	1.921458078	8.018811104	8.029882661	2.987420547	1.519836144
LOC105606065	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606064	0	0.07149549	0	0	0	0.203998631	0.046853383	0.110629405	0.725511481	0.863591154	0	0.064170859
LOC105606063	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606062	1.340962927	2.613205402	4.811454807	1.456252652	0	1.76239324	0.280230675	4.411172458	3.37500594	10.39406653	4.484597237	1.663162464
LOC106992039	0	0	0.479462242	0	0	0	0	0	0	0	0.192643361	0.326688012
LOC101107342	0	0	0.937337321	0.369865007	0	0.02255909	0	0.073403396	0	0	0.76717505	1.248949428
LOC106990512	0	0	0	0.148057754	0	0	0	0	0	0	0	0
LOC106992038	0	0	0	0	0.035832399	0	0	0	0	0	0	0
LOC101113151	0.201271826	0.142628748	0.125255336	0.099701442	0.315558848	0.054261827	0.024925169	0.286907797	0	0.255230656	0.218081069	0.068275519
LOC101106834	0	0.616488056	3.299122677	6.246590211	0	0.073292921	2.053693184	2.742549309	0	0	11.7374024	4.057750153
LOC101106577	0	0	0	0	0	0	0	0.077440583	0	0	0	0
LOC101106315	0	0	0	0	0	0	0	0.018496955	0	0	0	0
LOC101106065	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105810	0	0	0	0.402656375	0.057129294	0	0	0	0	0	0	0
LOC105606059	0.1832804	0	0.12831629	0	0	0	0	0	0	0	0	0
LOC105606058	0.227452649	0	0.039810422	0	0	0.275940178	0	0	0	0	0	0
LOC101105065	56.36138325	98.96650454	18.89434891	7.964162204	84.6182635	49.78669302	10.87336162	18.24388513	132.2261014	129.4954503	7.954493148	6.029748322
LOC105606057	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104818	3.535265899	3.291343002	13.34974231	8.033776592	1.275276722	2.292343655	24.56971982	6.783848553	5.961049452	0.463762031	9.144463354	12.23529309
LOC101104566	5.866072685	6.192375318	3.641578505	2.100897529	12.37302699	7.326923023	4.106380764	4.011447556	5.236506761	6.628874816	2.536129358	2.007046029
LOC106992037	1.270216682	0.342046768	0	0.130682271	0.309022216	2.208762161	0	0	1.096096482	1.135577497	0.063521492	0.09694878
LOC105606054	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606053	0	0.942654458	2.015334566	2.881847353	0.730763219	2.147408379	0.846919374	0.141157519	1.388573872	2.101769526	0	0.846080597
LOC101103550	0	0.076322429	0.070691167	0.084644191	0	0.013610711	0.031260398	0.04428691	0.193623398	0.064020525	0.01683143	0.055658919
LOC101103307	2.219423632	9.225332663	1.611817912	6.975115151	5.061006994	3.456111898	0.323050997	5.284992893	0	0	0.583938894	16.0168298
CECR6	0.02439518	0	0	0	0	0	0	0.080249309	0	0	0.091497279	0
LOC105606051	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606050	0	0	0	0	1.993069684	0	0	0	0	0	0.211907697	0
LOC101102799	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102551	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102299	0	0	0.019157127	0	0	0	0	0	0	0	0	0
LOC101123359	15.71477497	15.5643061	22.05958887	6.032301463	12.85088647	15.79654324	8.786849059	6.881033118	69.51235654	72.19200049	29.26212314	12.05471432
LOC101122848	0.080437412	0	2.393386227	0	0.273966848	0.048792383	0.212921409	4.154272741	2.082333635	3.350759907	1.297270927	0.030696766
LOC105606049	0	0	0.210747235	0.037057588	0	0	0	0	0	0	0	0
LOC101122587	0	0.171834654	0.223997694	0	0.180255591	0.020429047	0.018768165	0.055393836	0.435929645	0	0.328421563	0.205640522
LOC105606048	1.177067458	2.040371285	0.412037864	0.652071026	0	0.823840627	0.302744935	0.059569679	1.171980084	0	0	0.172767698
LOC101122341	2.403268404	1.253441799	9.512017482	11.80219816	1.590314693	4.859314043	5.767812981	20.02773702	0	0.987409124	6.009179261	3.693027137
LOC101122092	0	0.40994001	0.126564532	0.330645474	0	1.023474363	0.033580923	0.475744197	6.239893965	1.306685136	0.542425847	0.367942129
LOC105606047	0	0	0	0	0	0	0	0	0	0	0.126982081	0
LOC105606046	0	0	0	0.023110478	0	0	0	0.022168106	0	0	0	0
LOC101121333	0	0	0	0.108063719	0	0.692889942	0	0.064785764	0	0	0	0
LOC101121082	0	0	0	0	0	0.107502416	0	0.174897177	0	0	0	0
LOC101120818	0.040218706	0.08550144	0.084472455	0.248266547	0.078276242	0.048792383	0.03361917	0.343984367	1.041166818	0.895066003	0.150845457	0.184180599
MRPS2	0.097278302	0.082722054	0.272421728	0.333605798	0.615320269	0	0	0.192001446	5.456326013	2.88656731	0.14594194	0
LCN10	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606044	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606045	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119804	0.110522766	1.221800858	0	0	0.107553272	0	0	0	0.953724012	0.504549866	0	0
LOC105606042	0	0	0	0	0	0	0	0	0	0	0	0
NPPC	0	1.881656754	14.39442983	8.220813377	1.614983988	0	0.205518755	0.424608942	0	0	47.65156774	5.207389845
LOC105601850	0	0.285981959	3.001990153	0.345996871	0	0	0	0	0	0	0.126135534	1.15507547
LOC101119029	0	0	0	0	0	0	0.507334285	0	0	0	0	0.210560632
LOC105606040	0	0	0	0.271116951	0	0	0	0	0	0	0	0
LOC105606039	0	0	0	0.124603375	0	0	0	0	0.195958085	2.25477819	0	0
LOC101118770	0	0.048746925	0.020066779	0	0	0	0.031945488	0	0	0	0.04300075	0
LOC101119576	29.76022477	24.88618145	72.7958669	68.2906316	27.1597573	30.02173644	89.05055	112.9471613	87.64497012	98.13679367	83.22639306	110.4348816
LOC101118256	0	0	0	0.025098219	0	0	0.020392146	0	0	0	0	0.027929286
LOC101117232	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606037	0	0	3.459213905	6.777807762	0	0.274966063	2.02089045	1.759561389	0.782323035	0	4.86245198	0.276783168
LOC105606036	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116715	0	0	0	0.047770771	0	0	0	0	0	0	0	0
LOC105606035	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606034	0	0	0	0	0	0	0	0.051973546	0	0	0	0
LOC101116464	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116217	0	0.011752683	0	0.018958733	0.040348263	0	0	0	0.238524322	0	0	0.021097269
TRNAC-ACA	0	0.009553963	0	0	0.021866542	0	0	0	0.096950309	0.019233656	0.008427764	0
LOC105606031	0	0	0.063799411	0.03125133	0	0	0	0	0	0	0	0.173882329
LOC105606030	0	0	0	0	0	0	0.020131377	0	0	0	0	0
LOC105606029	0	0	0.16817872	0.109840276	0	0	0	0	0	0	0	0.183345313
LOC443313	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115104	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606028	0	0	0	0.294534287	0	0	0	0	0	0	0	0
LOC105606027	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606026	0.13325292	0	0	0	0	0	0	0	0	0	0	0
TRNAA-UGC	0.070063539	0	0.196208507	0.080091868	0.022727031	0	0	0	0.403061934	0.106616192	0	0.017825239
LOC101114504	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606024	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606023	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114000	0	0.017129553	0.014102836	0	0.01960255	0	0	0	0	0	0	0
LOC101113741	0.468225729	0	0.027317427	0	0	0	0	0	0	0	0	0
LOC101113478	0	0	0	0	0	0	0	0	0	0	0	0
LOC100846990	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113217	0	0.139147849	0	0	0	0	0	0	0	0	0.012274542	0
LOC101112964	0	0	0	0.115489419	0	0	0.067024594	0	0	0.054905886	0	0
LOC105606022	181.5950389	365.768189	223.6123575	590.846771	250.5723642	436.5141242	473.7320871	315.4684808	0	0.308523793	260.3727115	148.0154604
LOC105606021	0	0	0	0	0	0	0	0	0	0	0	0.028794616
LOC101112713	0	0	0	0	0	1.480233972	0	0	0	0	0	0
LOC101112465	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112208	2.877276009	2.817451893	26.30938066	16.5053322	0.254542744	2.327095499	10.93245598	12.21840312	0	1.890660469	59.77889984	10.58106171
LOC101111949	0	0	0	0	0	0	0	0.094593546	0	0	0	0.043895376
LOC101111437	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111174	1.939786058	2.154482921	1.080906505	0	3.736813039	4.466472278	0.088244039	0.703216058	0	0	0.861171977	0.483439658
LOC105613971	0	0	0	0	0	0	0	0	0	0	0	0.046791252
LOC101110921	0	0	0.038932712	0	0	0.134928229	0.092968917	0.47561933	0	0	0.208570568	0
LOC105606018	0.218199941	0.525723787	0.458291342	0.349203845	0	0.088238337	0.770113274	0.143556179	0	0	0.054559139	0.249810349
LOC105606017	0	0	0	0	0	0	0	0	2.826668107	0.373848984	0	0
LOC105606016	0.29904325	0	0	0	0.04850144	0	0.013887382	0.344301816	0	0.711025415	0.168240056	0.874933665
LOC101110404	0	0	0	0.015892245	0	0	0	0	0	0	0	0
LOC101110134	0	1.034487813	0	0	0.063991193	0	0.036645104	0	0	0	0	0
LOC105606015	0.234436672	1.345657849	0.328262531	0	3.82130974	0.28441303	0.261290234	2.679894039	6.069008902	5.785941287	0.065946379	0.380232312
LOC101109870	1.495120328	0.015410883	0.025375696	0.018644943	0	0.164894968	0.020198533	0.005961554	0	0	0.047579994	0.006916028
LOC101109081	0	0	0	0	0	0	0	0	0	0	0	0.120320361
LOC101108819	0	0	0	0	0	0	0.113224515	0	0	0	0	0
LOC105606011	15.33503379	71.05241914	24.02586983	136.4494701	42.91375555	64.96350784	55.5245581	123.904933	0	0	37.61859066	16.38616453
LOC105606009	0	0	0.19508249	0	0	0	0	0.066663343	0	0	0.15201413	0
LOC101108297	0	0.036776614	0	0.059325857	0	0	0.012050472	0.298760364	0	0	0.064882945	0
LOC105606008	0	0	0	0.402266258	0	0	0.013618284	0	0	0.139449552	0	0.055955213
LOC105614484	0	0.785048515	1.373459547	2.651511967	0.898386155	0.349997652	0	1.746209228	0	0	0	0.440388251
LOC443035	0	0	0	0.363660375	0	0	0	0	0	0.484095141	0.159089863	0
LOC105606007	0	0	0.06306702	0.1390166	0	0	0.100400106	0.177797257	0	0.66825506	0	0.137508984
LOC105606006	0	0	0.552329577	0.259729554	0	0	0.193442921	0.041523101	0	0	0.213043932	0.048171155
LOC105606005	0	0.060176565	0	0	0	0	0	0	0	0	0	0.10802309
LOC105606004	0	0	0.269622092	0.264141906	0	0	0	0	0	0.033809497	0	0
LOC101106752	0	0	0	0	0	0	0	0	0	0	0.027084317	0
LOC105612641	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106243	0	0.099055957	0	0	0	0	0	0	0	0	0	0
LOC105606001	1.724039521	0.261796911	5.043602104	0	2.666374078	0.672288428	2.779341031	1.174774322	21.78432032	26.03572983	1.454902456	2.091287467
LOC105606002	0	0	0.032788159	0	0	0	0	0	0.808262127	0.32069698	0.316175278	0
LOC101105989	0	0	0	0	0	0	0	0	0	0.927849021	0	0
CYP2C19	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606000	0.455466164	0.318963187	1.069172607	1.488469087	0.599662534	0.715078663	2.359021608	2.027086585	0	3.271774276	1.225945518	1.635918723
LOC101105483	0.179704955	0	0	0.308139707	0	0	0.150216952	0	0	0	0	0.137159089
LOC105605999	0	0	0.285623166	0	0	0	0	0	0	0	0	0
LOC101105228	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104974	0	0	0	0	0	0.813412265	0	0	0	0	0	0
LOC101104726	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104468	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104216	0	0	0.039746418	0	0	0	0	0	0	0	0	0
LOC101103958	0	0.11699262	0	0	0	0	0	0	0	0	0	0
