fromNode	toNode	weight
CKS1B	DCUN1D4	0.0752946949933678
CKS1B	SHPRH	0.12812451585583
CKS1B	RPAP2	0.094678567200308
CKS1B	MYO19	0.134857497633502
CKS1B	SMARCA4	0.0972828644477806
CKS1B	GCN1	0.14319890000003
PTTG1	LOC101112257	0.106016960938635
PTTG1	MAGOH	0.132081766732289
PTTG1	BTG4	0.0515798999208461
PTTG1	ARL6IP1	0.165740196170612
PTTG1	PCBP1	0.115761363842592
PTTG1	OOEP	0.113724392022076
PTTG1	KNSTRN	0.0809478769674227
PTTG1	H3F3B	0.105175853995263
PTTG1	LSM1	0.100273350597026
PTTG1	POLR2J	0.133665165642004
PTTG1	SKA1	0.0211996447724453
PTTG1	ARF1	0.121723714178869
PTTG1	NGDN	0.12448712251419
PTTG1	SWI5	0.0573132959402088
PTTG1	NDC80	0.161355809504947
PTTG1	NSMCE4A	0.0456285449479565
PTTG1	CHP1	0.082862491128081
PTTG1	RNF2	0.128490909215786
PTTG1	YIPF5	0.149400880877015
PTTG1	RBM48	0.043178303248875
PTTG1	GTF2A2	0.0583301358176681
PTTG1	LOC106991190	0.0838582676527222
PTTG1	LOC101116828	0.15926039197511
PTTG1	CCT3	0.135830633296313
PTTG1	CNEP1R1	0.0783801719505507
PTTG1	SRP19	0.098064237405765
PTTG1	MRPL42	0.0994789114284935
PTTG1	RBBP4	0.0519018439172354
PTTG1	ERGIC2	0.115352352733476
PTTG1	MAPK6	0.139292338601065
PTTG1	DERL2	0.021310511473393
PTTG1	TAF11	0.0839159213015812
PTTG1	IFT46	0.0935641912358041
PTTG1	LOC105605459	0.0597371006541306
PTTG1	STXBP3	0.0810241679967287
PTTG1	SMIM8	0.0958851501301201
PTTG1	CSTF1	0.0794308583845712
PTTG1	C2H2orf66	0.105792678414444
PTTG1	CENPQ	0.0717381236732691
PTTG1	C21H11orf98	0.132606910450389
PTTG1	TRAPPC2	0.0641863454900437
PTTG1	UBE2W	0.142528967272243
PTTG1	C13H20orf27	0.161330869576086
PTTG1	VPS72	0.0619068047404861
PTTG1	CEP57L1	0.113848959390385
PTTG1	PPP2R3C	0.109470752610104
PTTG1	KIF18A	0.105632469550392
PTTG1	GSTM3	0.0887043145897546
PTTG1	NSDHL	0.0744449778703786
PTTG1	PDE6D	0.0558997167352461
PTTG1	C16H5orf28	0.135387829130069
PTTG1	IMMP2L	0.1139150128307
PTTG1	SFT2D1	0.0567002063833894
PTTG1	CHIC2	0.0659396575105846
PTTG1	POLB	0.0337297505485163
PTTG1	PPWD1	0.14053528435326
PTTG1	GTF2H3	0.0854438037886151
PTTG1	POLR2C	0.0470696016587837
PTTG1	KLF10	0.111805746863309
PTTG1	MSH2	0.144629044234554
PTTG1	UTP18	0.0203508527014355
PTTG1	LOC105601852	0.047612507352864
PTTG1	CCNL1	0.0964637836945667
PTTG1	YAE1D1	0.0269214573385551
PTTG1	FBXO4	0.0231661796087649
PTTG1	FBXO5	0.126407650140611
PTTG1	MAD2L1BP	0.0821912056966068
PTTG1	EFHD1	0.216147446295073
PTTG1	LOC101102473	0.0945820477210428
PTTG1	GIPC2	0.0585685142869359
PTTG1	PRPF18	0.114257033499639
PTTG1	LOC101104012	0.0942985253784497
PTTG1	SPDL1	0.099073409271751
PTTG1	FBXO8	0.0924874730041148
PTTG1	PDCD4	0.103364231778016
PTTG1	API5	0.0495438626414137
PTTG1	LIN7C	0.0264708869085421
PTTG1	TRIM28	0.114275551334121
PTTG1	TMEM209	0.0998657059945915
PTTG1	FOPNL	0.0536006349325272
PTTG1	ANAPC10	0.0678250104894616
PTTG1	KLHDC3	0.14373144099516
PTTG1	ESD	0.0257429855646458
PTTG1	CCDC60	0.0720130487767529
PTTG1	EPSTI1	0.0756230358878136
PTTG1	ZNF829	0.0400258912731651
PTTG1	PRKRIP1	0.100214319755828
PTTG1	LOC101106086	0.0586552270845545
PTTG1	TF	0.100454430433564
PTTG1	DDX25	0.096571729743923
PTTG1	LOC101109476	0.119966128612523
PTTG1	SLC35A5	0.124913955805565
PTTG1	SLBP	0.0441965401297691
PTTG1	SCFD1	0.0817577622057131
PTTG1	PUDP	0.162298573885849
PTTG1	KAT7	0.116197223109972
PTTG1	BBIP1	0.0890787849639043
PTTG1	CDC25C	0.097032086477084
PTTG1	ARL6IP6	0.0573952259265527
PTTG1	CCNT1	0.0971140482069431
PTTG1	LINS1	0.182307485418471
PTTG1	N4BP2L2	0.0825461045594571
PTTG1	CHD4	0.0942649703467281
PTTG1	CSNK2B	0.107009423234736
PTTG1	DNAJC7	0.116955840344194
PTTG1	LOC101113206	0.0793678648906453
PTTG1	STAM2	0.0523572699494973
PTTG1	GTF2B	0.139960491211874
PTTG1	DSN1	0.0998430729128001
PTTG1	CRYAB	0.0567158899163712
PTTG1	LOC106991221	0.0829741794503388
PTTG1	RRAS2	0.0547312463072485
PTTG1	PRKAG1	0.0499311987847619
PTTG1	AP3M1	0.122614154498758
PTTG1	TUSC2	0.110911299357429
PTTG1	CCNY	0.106338386038793
PTTG1	EFHB	0.117854206850275
PTTG1	CDC37L1	0.0567926917665946
PTTG1	GPX8	0.0939776969614401
PTTG1	SLC30A7	0.115826430994977
PTTG1	CD70	0.0476778246009375
PTTG1	SRBD1	0.101111431060625
PTTG1	ARHGAP11A	0.098540063036797
PTTG1	LOC101117055	0.0899040157041034
PTTG1	EHD1	0.165239174461566
PTTG1	TBC1D15	0.0789742919265178
PTTG1	LOC106991314	0.103468572483559
PTTG1	EXOSC2	0.0420288136745364
PTTG1	RNF141	0.101684885805482
PTTG1	LAMP1	0.0852923703400788
PTTG1	BCAP29	0.0602487412900443
PTTG1	ATG4A	0.107348349512804
PTTG1	TAF10	0.0670108214433209
PTTG1	DCK	0.0263822320085337
PTTG1	LOC101104431	0.0754845444818022
PTTG1	NPM3	0.0645098812391248
PTTG1	PRTFDC1	0.0711813385612022
PTTG1	ZFAND2B	0.0402483634456638
PTTG1	DDX4	0.0900068979900565
PTTG1	HHLA2	0.132818006603641
PTTG1	SNRK	0.113542199704748
PTTG1	TMEM87A	0.10423982800914
PTTG1	LOC101123603	0.045558118978349
PTTG1	TRMT12	0.0287868398968832
PTTG1	VPS37A	0.0291775856647664
PTTG1	KLF4	0.0841604190804498
PTTG1	TAZ	0.110803076506766
PTTG1	TIPIN	0.075994921441287
PTTG1	SENP1	0.152213035824722
PTTG1	ABHD16A	0.0665154233406072
PTTG1	GID8	0.116321964849586
PTTG1	LOC101107613	0.0990203124728782
PTTG1	ALG6	0.0427186775517167
PTTG1	BLZF1	0.0522312866912145
PTTG1	LOC106991292	0.0532542562211913
PTTG1	LOC105605452	0.0864245138428742
PTTG1	TMEM138	0.0650782194569601
PTTG1	LOC101119962	0.139428092080605
PTTG1	KIN	0.0226717488216381
PTTG1	TBP	0.0443716481119661
PTTG1	BLM	0.057459735704768
PTTG1	CD19	0.080490974258697
PTTG1	SLC38A2	0.131258375209314
PTTG1	ZC3HC1	0.0302679015054328
PTTG1	MCOLN1	0.084896375815517
PTTG1	PEX3	0.0401409357037713
PTTG1	MORN2	0.0852552339670969
PTTG1	CASP8AP2	0.102300850523908
PTTG1	RHOG	0.0965640503768124
PTTG1	ITPK1	0.0985624202834193
PTTG1	SMIM10L1	0.119403176204462
PTTG1	GTF2A1L	0.114184082740574
PTTG1	ZNHIT6	0.134210892801642
PTTG1	POP4	0.0265336198060693
PTTG1	TFB1M	0.0399603372503056
PTTG1	CDADC1	0.0522700732549692
PTTG1	LOC105610956	0.0381874627985012
PTTG1	PSMD3	0.0959291291711323
PTTG1	GDAP2	0.103009053363276
PTTG1	S100PBP	0.0848461048734693
PTTG1	B3GNT3	0.212274830401183
PTTG1	CARHSP1	0.0800395353087956
PTTG1	TAP1	0.0764403399069629
PTTG1	PIP4K2C	0.123974711621247
PTTG1	TOB1	0.162740910683305
PTTG1	HSPA14	0.0625646636713925
PTTG1	GMEB1	0.0295515116835528
PTTG1	C9H8orf76	0.0747493967366505
PTTG1	RBBP8	0.11237532374825
PTTG1	CDK1	0.119411096744018
PTTG1	TK1	0.0652413315428994
PTTG1	HACE1	0.0263440243850229
PTTG1	MFSD14B	0.072061915982147
PTTG1	ASAH1	0.0295375118204637
PTTG1	RPF2	0.069733472801153
PTTG1	CEP295	0.122474135541121
PTTG1	LOC105604776	0.11032880300603
PTTG1	CHERP	0.085846462469865
PTTG1	SSBP3	0.0842147877173282
PTTG1	BOD1L1	0.0822881443306183
PTTG1	C15H11orf57	0.0301075601674104
PTTG1	EGLN2	0.0847105202614711
PTTG1	DCUN1D4	0.0357361477199062
PTTG1	SHPRH	0.0865476184390465
PTTG1	RPAP2	0.0975082801780772
PTTG1	MYO19	0.164904695367293
PTTG1	SMARCA4	0.111044934038033
PTTG1	GCN1	0.174310165179564
LOC101112257	MAGOH	0.155855795752021
LOC101112257	ARL6IP1	0.208692655667372
LOC101112257	PCBP1	0.109875436487238
LOC101112257	OOEP	0.176494110410839
LOC101112257	KNSTRN	0.0501860251405241
LOC101112257	H3F3B	0.190723850209068
LOC101112257	LSM1	0.185398812380705
LOC101112257	POLR2J	0.156555086172892
LOC101112257	ARF1	0.104657977486929
LOC101112257	NGDN	0.125686890079475
LOC101112257	SWI5	0.0691218577900026
LOC101112257	NDC80	0.179581559856803
LOC101112257	CHP1	0.0768604819171169
LOC101112257	RNF2	0.0973361108934998
LOC101112257	YIPF5	0.110238014131556
LOC101112257	RBM48	0.0238877401622042
LOC101112257	GTF2A2	0.059516151001375
LOC101112257	LOC106991190	0.0377901093188176
LOC101112257	LOC101116828	0.230618020431751
LOC101112257	CCT3	0.118553255700229
LOC101112257	CNEP1R1	0.0536691572373882
LOC101112257	SRP19	0.127632345936248
LOC101112257	MRPL42	0.0647501749344092
LOC101112257	RBBP4	0.0869975155090461
LOC101112257	ERGIC2	0.165422868255752
LOC101112257	MAPK6	0.220187752926758
LOC101112257	TAF11	0.059294270772311
LOC101112257	IFT46	0.0679319304801816
LOC101112257	LOC105605459	0.0377991253448252
LOC101112257	STXBP3	0.0344409364006064
LOC101112257	SMIM8	0.172404656334103
LOC101112257	CSTF1	0.034320623174051
LOC101112257	C2H2orf66	0.098820764878948
LOC101112257	CENPQ	0.0404339093007649
LOC101112257	C21H11orf98	0.108263744565387
LOC101112257	TRAPPC2	0.0310633846850966
LOC101112257	UBE2W	0.152085507846753
LOC101112257	C13H20orf27	0.170695897715691
LOC101112257	VPS72	0.0225545118992341
LOC101112257	CEP57L1	0.155045732518949
LOC101112257	PPP2R3C	0.126272384764551
LOC101112257	KIF18A	0.0913340058570378
LOC101112257	GSTM3	0.165537351994842
LOC101112257	NSDHL	0.0556137560954268
LOC101112257	PDE6D	0.0238318822861023
LOC101112257	C16H5orf28	0.182200974568312
LOC101112257	IMMP2L	0.116097907434208
LOC101112257	SFT2D1	0.146681993914055
LOC101112257	CHIC2	0.0375853752067764
LOC101112257	PPWD1	0.147263602729637
LOC101112257	GTF2H3	0.0722133943349015
LOC101112257	POLR2C	0.0420771231010954
LOC101112257	KLF10	0.110148585561881
LOC101112257	MSH2	0.12205417370459
LOC101112257	LOC105601852	0.0232402553232943
LOC101112257	CCNL1	0.0441101623040974
LOC101112257	YAE1D1	0.0258216010403281
LOC101112257	FBXO5	0.180583451926226
LOC101112257	MAD2L1BP	0.062258739122821
LOC101112257	EFHD1	0.197363494307533
LOC101112257	LOC101102473	0.0380039851199115
LOC101112257	GIPC2	0.0205019065603771
LOC101112257	PRPF18	0.148102164770487
LOC101112257	LOC101104012	0.128139880662808
LOC101112257	SPDL1	0.184219811639573
LOC101112257	FBXO8	0.107207240889054
LOC101112257	PDCD4	0.129669701954789
LOC101112257	API5	0.0553135823024235
LOC101112257	TRIM28	0.0992213912553257
LOC101112257	TMEM209	0.12216809294637
LOC101112257	FOPNL	0.0576108979812182
LOC101112257	ANAPC10	0.14248859593868
LOC101112257	KLHDC3	0.133443041561695
LOC101112257	CCDC60	0.0460419653901666
LOC101112257	EPSTI1	0.0671420239603316
LOC101112257	ZNF829	0.0290837143059807
LOC101112257	PRKRIP1	0.159298208808312
LOC101112257	LOC101106086	0.0226641382497608
LOC101112257	TF	0.0998303609789225
LOC101112257	DDX25	0.0805090156124708
LOC101112257	LOC101109476	0.156803341880575
LOC101112257	SLC35A5	0.0682698439478201
LOC101112257	SCFD1	0.0900850873136526
LOC101112257	PUDP	0.164263006625936
LOC101112257	KAT7	0.110859866759161
LOC101112257	BBIP1	0.153309369762017
LOC101112257	CDC25C	0.112977763032
LOC101112257	ARL6IP6	0.10999229135449
LOC101112257	CCNT1	0.154188846660949
LOC101112257	LINS1	0.15762961425854
LOC101112257	N4BP2L2	0.0533956033473684
LOC101112257	CHD4	0.136927052438172
LOC101112257	CSNK2B	0.149103275539197
LOC101112257	DNAJC7	0.136370939306226
LOC101112257	LOC101113206	0.0948725254531597
LOC101112257	STAM2	0.0282497734989821
LOC101112257	GTF2B	0.140761200933092
LOC101112257	DSN1	0.11575213791078
LOC101112257	CRYAB	0.0332264222787815
LOC101112257	LOC106991221	0.111746399185465
LOC101112257	RRAS2	0.0254143120416494
LOC101112257	PRKAG1	0.0227897244142813
LOC101112257	AP3M1	0.0927602833717396
LOC101112257	TUSC2	0.118728787856161
LOC101112257	CCNY	0.127142626680909
LOC101112257	EFHB	0.0847811849372334
LOC101112257	CDC37L1	0.020513044740318
LOC101112257	GPX8	0.13339106576665
LOC101112257	SLC30A7	0.119365080476632
LOC101112257	CD70	0.0335385536717972
LOC101112257	SRBD1	0.130021313142752
LOC101112257	ARHGAP11A	0.148762320737034
LOC101112257	LOC101117055	0.150067163976337
LOC101112257	EHD1	0.14273433442448
LOC101112257	TBC1D15	0.0826175207349042
LOC101112257	LOC106991314	0.0696086905453417
LOC101112257	EXOSC2	0.0806212728868192
LOC101112257	RNF141	0.14035941356584
LOC101112257	LAMP1	0.0896555032188013
LOC101112257	BCAP29	0.0437911344527714
LOC101112257	ATG4A	0.122354267358525
LOC101112257	TAF10	0.124785586094035
LOC101112257	LOC101104431	0.112622287531576
LOC101112257	NPM3	0.0804485744999813
LOC101112257	PRTFDC1	0.0202272455595135
LOC101112257	DDX4	0.0591907569556589
LOC101112257	HHLA2	0.14145375473777
LOC101112257	SNRK	0.0798921844820653
LOC101112257	TMEM87A	0.153121514761047
LOC101112257	TRMT12	0.0359073486162763
LOC101112257	KLF4	0.088602647236431
LOC101112257	TAZ	0.0944055556069321
LOC101112257	TIPIN	0.0403090841866079
LOC101112257	SENP1	0.169595633389137
LOC101112257	ABHD16A	0.104139763218252
LOC101112257	GID8	0.104355768796909
LOC101112257	LOC101107613	0.0668562866870486
LOC101112257	ALG6	0.0249556394504653
LOC101112257	BLZF1	0.120841138397441
LOC101112257	LOC106991292	0.0763152571873854
LOC101112257	LOC105605452	0.123164942658912
LOC101112257	TMEM138	0.029496577993282
LOC101112257	LOC101119962	0.145245553712477
LOC101112257	TBP	0.0220098252076659
LOC101112257	BLM	0.041926547225948
LOC101112257	CD19	0.0406543473345632
LOC101112257	SLC38A2	0.129989650613598
LOC101112257	DUSP19	0.0617820061568719
LOC101112257	MCOLN1	0.107240888620186
LOC101112257	PEX3	0.0218148672050865
LOC101112257	MORN2	0.159721705787789
LOC101112257	CASP8AP2	0.135883595681181
LOC101112257	RHOG	0.163458477629885
LOC101112257	ITPK1	0.0858541349814845
LOC101112257	SMIM10L1	0.121583460714446
LOC101112257	GTF2A1L	0.116874751632512
LOC101112257	ZNHIT6	0.164687164067591
LOC101112257	TFB1M	0.0217913142679011
LOC101112257	CDADC1	0.0369738892466259
LOC101112257	LOC105610956	0.0332612902941232
LOC101112257	PSMD3	0.131759079482808
LOC101112257	GDAP2	0.0879711021909523
LOC101112257	S100PBP	0.069826549323328
LOC101112257	B3GNT3	0.171309080383181
LOC101112257	CARHSP1	0.119084303981018
LOC101112257	TAP1	0.0915969627806275
LOC101112257	PIP4K2C	0.116813890318265
LOC101112257	TOB1	0.158361396682305
LOC101112257	HSPA14	0.0363484976074314
LOC101112257	GMEB1	0.0236644120581355
LOC101112257	C9H8orf76	0.0979909869342841
LOC101112257	RBBP8	0.112008203043807
LOC101112257	CDK1	0.122753535228362
LOC101112257	TK1	0.0888794746623011
LOC101112257	MFSD14B	0.0553279734151919
LOC101112257	RPF2	0.107152771445478
LOC101112257	CEP295	0.0968370835137595
LOC101112257	LOC105604776	0.105365529731658
LOC101112257	CHERP	0.14385809232125
LOC101112257	SSBP3	0.144116506630365
LOC101112257	BOD1L1	0.0938160855805262
LOC101112257	EGLN2	0.0845169737479167
LOC101112257	SHPRH	0.0798719489087632
LOC101112257	RPAP2	0.134372646051206
LOC101112257	MYO19	0.158908623380022
LOC101112257	SMARCA4	0.138951944142204
LOC101112257	GCN1	0.181074750266942
MAGOH	BTG4	0.0645219489998341
MAGOH	ARL6IP1	0.177455167558993
MAGOH	PCBP1	0.144486586021661
MAGOH	OOEP	0.149390804551126
MAGOH	KNSTRN	0.083929245913767
MAGOH	H3F3B	0.185059457521122
MAGOH	LSM1	0.182179104994245
MAGOH	POLR2J	0.177335482104247
MAGOH	SKA1	0.0369257132683786
MAGOH	ARF1	0.123673557306151
MAGOH	NGDN	0.154397495728039
MAGOH	SWI5	0.0692479364599988
MAGOH	NDC80	0.134741871969463
MAGOH	NSMCE4A	0.0644487372730333
MAGOH	CHP1	0.0677913034559566
MAGOH	RNF2	0.133978301886531
MAGOH	YIPF5	0.17445031179491
MAGOH	RBM48	0.0556946403307991
MAGOH	GTF2A2	0.139977338600932
MAGOH	LOC106991190	0.0596856350572838
MAGOH	LOC101116828	0.182824991669143
MAGOH	CCT3	0.118082936636987
MAGOH	CNEP1R1	0.120959878410097
MAGOH	SRP19	0.180084852636449
MAGOH	MRPL42	0.127186580721869
MAGOH	RBBP4	0.0892576914585686
MAGOH	ERGIC2	0.14361141863598
MAGOH	MAPK6	0.146009922505134
MAGOH	DERL2	0.0200390691246143
MAGOH	TAF11	0.133493371816387
MAGOH	IFT46	0.122161138576841
MAGOH	LOC105605459	0.0497138512279198
MAGOH	STXBP3	0.084429836175038
MAGOH	SMIM8	0.124135204254751
MAGOH	CSTF1	0.0844848648095555
MAGOH	C2H2orf66	0.11099133764077
MAGOH	CENPQ	0.0676942317296745
MAGOH	C21H11orf98	0.116755907624705
MAGOH	TRAPPC2	0.0887429328973837
MAGOH	UBE2W	0.133367975546468
MAGOH	C13H20orf27	0.16185768577055
MAGOH	SUMO1	0.0401594414833557
MAGOH	VPS72	0.0654710598254774
MAGOH	CEP57L1	0.179091289043409
MAGOH	PPP2R3C	0.15602246881583
MAGOH	KIF18A	0.131333776030785
MAGOH	GSTM3	0.146150293321852
MAGOH	NSDHL	0.0538411931320122
MAGOH	PDE6D	0.0540396715539102
MAGOH	C16H5orf28	0.170200766371015
MAGOH	IMMP2L	0.134486567938294
MAGOH	SFT2D1	0.112775439196373
MAGOH	CHIC2	0.0688444230783559
MAGOH	POLB	0.0494005612568267
MAGOH	PPWD1	0.169164332911387
MAGOH	GTF2H3	0.117467394208989
MAGOH	POLR2C	0.108069019206579
MAGOH	KLF10	0.0997123821971904
MAGOH	MSH2	0.117740175841201
MAGOH	UTP18	0.0429904814679813
MAGOH	LOC105601852	0.0670844672562826
MAGOH	CCNL1	0.103738588462359
MAGOH	YAE1D1	0.0432936564054308
